filename,filepath,title,artist,album,album_artist,genre,date,duration_seconds,bpm,beaTunes_tempo_COLOR,beaTunes_SPECTRUM,beaTunes_COLOR,beaTunes_tempo_timbre_COLOR,MOOD_DANCEABILITY,Tuning,has_lyrics,lyrics_text
01 PINK BLOOD.mp3,E:\iTunes\iTunes Media\Music\Hikaru Utada\PINK BLOOD - Single\01 PINK BLOOD.mp3,PINK BLOOD,Hikaru Utada,PINK BLOOD - Single,Hikaru Utada,J-Pop,2021-06-02,197.17,100,5a12ad,88.866135;84.578735;99.0;48.720474;44.04331;29.232285;33.519684;56.515747;26.893702;25.334646;26.114174;27.67323;26.503939;26.503939;19.098427;26.114174;30.401575;28.452757;39.755905;52.61811;42.874016;92.374016;55.34646;0.0;,bbe7ad,924d4f,29,,Sí,"[宇多田ヒカル「PINK BLOOD」歌詞]

[イントロ]
Pink blood, pink blood, pink blood
Pink blood, pink blood, pink blood
Pink blood, pink blood, pink blood

[コーラス]
誰にも見せなくても (Pink blood, pink blood)
キレイなものはキレイ (Pink blood, oh)
もう知ってるから
誰にも聞かなくても (Pink blood, pink blood)
キレイなものはキレイ (Pink blood)
もう言ってるから (Pink blood)

[ヴァース 1]
他人の表情も場の空気も上等な小説も
もう充分読んだわ
私の価値がわからないような
人に大事にされても無駄

[プリコーラス]
自分のためにならないような
努力はやめた方がいいわ

[コーラス]
誰にも見せなくても
キレイなものはキレイ
もう知ってるから
誰にも聞かなくても (Pink blood, pink blood, pink blood)
キレイなものはキレイ
もう言ってるから

[ポスト・コーラス]
傷つけられても
自分のせいにしちゃう癖
カッコ悪いからヤメ

[ヴァース 2]
あなたの部屋に歩きながら
床に何個も落ちる涙
自分の価値もわからないような
コドモのままじゃいられないわ (Pink blood)
心の穴を埋める何か (Pink blood, pink blood)
失うことを恐れないわ (Pink blood)
自分のことを癒せるのは
自分だけだと気づいたから (Oh)

[コーラス]
サイコロ振って出た数進め
終わりの見えない道だって
後悔なんて着こなすだけ  (Pink blood, pink blood)
思い出に変わるその日まで  (Pink blood, pink blood)
サイコロ振って一回休め  (Pink blood, pink blood)
周りは気にしないでOkay
王座になんて座ってらんねえ (Pink blood, pink blood)
自分で選んだ椅子じゃなきゃダメ (Pink blood, pink blood)"
03 Prisoner of Love (Karaoke).mp3,E:\iTunes\iTunes Media\Music\Hikaru Utada\Prisoner of Love - EP\03 Prisoner of Love (Karaoke).mp3,Prisoner of Love (Karaoke),Hikaru Utada,Prisoner of Love - EP,Hikaru Utada,J-Pop,2008-05-21,283.85,97,1f320a,61.972443;99.0;58.464565;33.12992;21.047245;19.877954;22.216536;22.6063;18.3189;18.708662;16.759842;17.929134;14.421261;19.877954;17.929134;23.385828;23.385828;28.062992;50.669292;62.362206;47.16142;40.145668;15.20079;0.0;,d1db5c,954046,52,,No,
04 Prisoner of Love (Quiet Version).mp3,E:\iTunes\iTunes Media\Music\Hikaru Utada\Prisoner of Love - EP\04 Prisoner of Love (Quiet Version).mp3,Prisoner of Love (Quiet Version) [Karaoke],Hikaru Utada,Prisoner of Love - EP,Hikaru Utada,J-Pop,2008-05-21,273.87,97,8f4133,11.692913;62.362206;60.80315;99.0;44.822834;49.110237;39.755905;43.65354;34.688976;29.622047;22.996063;38.586617;25.724411;34.688976;22.996063;15.590553;17.149609;16.370079;12.472443;8.574806;6.625984;5.0669327;3.1181107;0.0;,02876a,022186,18,1,No,
01 Prisoner of Love.mp3,E:\iTunes\iTunes Media\Music\Hikaru Utada\Prisoner of Love - EP\01 Prisoner of Love.mp3,Prisoner of Love,Hikaru Utada,Prisoner of Love - EP,Hikaru Utada,J-Pop,2008-03-19,285.52,97,0e3707,61.192913;99.0;65.87008;45.992126;31.96063;28.062992;31.96063;44.04331;27.67323;36.24803;25.724411;32.740158;30.401575;33.12992;28.452757;35.85827;42.874016;38.586617;56.90551;69.37795;55.73622;49.110237;19.877954;0.0;,e6bc52,bc4b7c,60,-23,Sí,"[Intro]
I'm a prisoner of love
Prisoner of love
Just a prisoner of love
I’m just a prisoner of love
A prisoner of love

[Verse 1]
平気な顔で嘘をついて
笑って　嫌気がさして
楽ばかりしようとしていた

[Pre-Chorus]
ないものねだりブルース
皆安らぎを求めている
満ち足りてるのに奪い合う
愛の影を追っている

[Chorus]
退屈な毎日が急に輝きだした
あなたが現れたあの日から
孤独でも辛くても平気だと思えた
I'm just a prisoner of love
Just a prisoner of love

[Post-Chorus]
Prisoner of love
Prisoner of love
I'm a prisoner of love

[Verse 2]
病める時も健やかなる時も
嵐の日も晴れの日も共に歩もう

[Pre-Chorus]
I’m gonna tell you the truth
人知れず辛い道を選ぶ
私を応援してくれる
あなただけを友と呼ぶ

[Chorus]
強がりや欲張りが無意味になりました
あなたに愛されたあの日から
自由でもヨユウでも一人じゃ虚しいわ
I'm just a prisoner of love
Just a prisoner of love

[Bridge]
Oh もう少しだよ
Don't you give up
Oh 見捨てない　絶対に

[Chorus]
残酷な現実が二人を引き裂けば
より一層強く惹かれ合う
いくらでもいくらでも頑張れる気がした
I'm just a prisoner of love
Just a prisoner of love

[Chorus]
ありふれた日常が急に輝きだした
心を奪われたあの日から
孤独でも辛くても平気だと思えた
I'm just a prisoner of love
Just a prisoner of love

[Post-Chorus]
I'm a prisoner of love
Prisoner of love
Prisoner of love
I'm just a prisoner of love
I'm just a prisoner of love

[Outro]
Stay with me, stay with me
My baby, say you love me
Stay with me, stay with me
一人にさせない
Stay with me, stay with me
My baby, say you love me
Stay with me, stay with me
一人にさせない (Tell me that you love me)"
01 Sakura Drops.mp3,E:\iTunes\iTunes Media\Music\Hikaru Utada\Sakura Drops - EP\01 Sakura Drops.mp3,Sakura Drops,Hikaru Utada,Sakura Drops - EP,Hikaru Utada,J-Pop,2001-01-01,298.79,83,020304,77.173225;71.71654;53.397636;40.535435;46.38189;51.44882;40.145668;31.96063;30.011812;73.27559;55.34646;51.83858;52.228348;35.078743;19.48819;30.011812;33.12992;56.515747;67.03937;74.444885;93.15354;99.0;47.16142;0.0;,f17fba,adb69c,0,-23,No,
03 Sakura Drops (Karaoke).mp3,E:\iTunes\iTunes Media\Music\Hikaru Utada\Sakura Drops - EP\03 Sakura Drops (Karaoke).mp3,Sakura Drops (Karaoke),Hikaru Utada,Sakura Drops - EP,Hikaru Utada,J-Pop,2002-05-09,298.08,166,030408,99.0;84.578735;45.602364;46.771652;49.5;54.95669;40.535435;31.96063;30.011812;76.78346;58.464565;52.61811;56.90551;38.97638;20.657482;33.12992;31.96063;57.68504;70.54724;79.51181;94.7126;89.64567;39.755905;0.0;,f78bab,898a78,60,1,No,
04 Letters (Karaoke).mp3,E:\iTunes\iTunes Media\Music\Hikaru Utada\Sakura Drops - EP\04 Letters (Karaoke).mp3,Letters (Karaoke),Hikaru Utada,Sakura Drops - EP,Hikaru Utada,J-Pop,2002-05-09,284.71,100,b32c8d,53.397636;49.110237;49.110237;76.3937;44.822834;31.96063;47.940945;32.350395;24.555119;29.622047;47.940945;45.602364;31.96063;33.90945;21.047245;28.84252;33.519684;46.38189;51.83858;67.81889;71.71654;99.0;84.968506;0.0;,dc77d7,a2a4a9,31,-2,No,
01 Sakura Nagashi.m4a,E:\iTunes\iTunes Media\Music\Hikaru Utada\Sakura Nagashi - Single\01 Sakura Nagashi.m4a,Sakura Nagashi,Hikaru Utada,Sakura Nagashi - Single,Hikaru Utada,J-Pop,2012-11-17,281.56,99,05a552,4.287403;28.062992;99.0;25.724411;21.826773;37.027557;19.098427;22.996063;22.216536;16.759842;12.472443;9.354332;10.523624;8.574806;7.015751;8.1850395;9.354332;9.744095;5.0669327;9.744095;12.472443;17.539371;7.7952766;0.0;,0fba8f,791b4a,3,,Sí,"宇多田ヒカル「桜流し」の歌詞

開いたばかりの花が散るのを
「今年も早いね」と
残念そうに見ていたあなたは
とてもきれいだった

もし今の私を見れたなら
どう思うでしょう
あなた無しで生きてる私を

Everybody finds love
Everybody finds love in the end
In the end

あなたが守った街のどこかで今日も響く
健やかな産声を聞けたなら
きっと喜ぶでしょう
私たちの続きの足音

Everybody finds love
In the end

もう二度と会えないなんて信じられない
まだ何も伝えてない
まだ何も伝えてない

開いたばかりの花が散るのを
見ていた木立の遣る瀬無きかな

どんなに怖くたって目を逸らさないよ
全ての終わりに愛があるなら"
02 Letters.mp3,E:\iTunes\iTunes Media\Music\Hikaru Utada\Sakura Drops - EP\02 Letters.mp3,Letters,Hikaru Utada,Sakura Drops - EP,Hikaru Utada,J-Pop,2002-05-09,284.45,100,b52a9a,34.688976;31.96063;39.755905;54.56693;53.397636;30.401575;42.874016;35.468506;35.468506;30.011812;43.65354;37.417324;38.586617;28.062992;22.996063;29.232285;37.027557;45.2126;45.2126;54.56693;61.582676;99.0;61.582676;0.0;,cd55db,9997a1,0,-23,Sí,"宇多田ヒカル「Letters」の歌詞

暖かい砂の上を歩き出すよ
悲しい知らせの届かない海辺へ
君がいなくても 太陽が昇ると
新しい一日の始まり

今日選んだアミダくじの線が
どこに続くかは分からない
怠け者な私が毎日働く理由

ああ 両手に空を 胸に嵐を
ああ 君にお別れを
ああ この海辺に残されていたのは
いつも置き手紙
ああ 夢の中でも 電話越しでも
ああ 声を聞きたいよ
ああ 言葉交わすのが苦手な君は
いつも置き手紙

忙しいと連絡 たまに忘れちゃうけど
誰にだって一、二度はあること

今日話した年上の人は
ひとりでも大丈夫だと言う
いぶかしげな私は まだ考えてる途中

ああ 花に名前を 星に願いを
ああ 私にあなたを
ああ この窓辺に飾られていたのは
いつも置き手紙
ああ 少しだけでも シャツの上でも
ああ 君に触れたいよ
ああ 憶えている最後の一行は 「必ず帰るよ」

ああ 安らぐ場所を 夢に続きを
ああ 君に「おかえり」を
ああ この世界のどこかから私も送り続けるよ
ああ 夢の中でも 電話越しでも
ああ 声を聞きたいよ
ああ 言葉交わすのが苦手なら
今度急にいなくなる時は 何もいらないよ

Tell me that you'll never ever leave me
Then you go ahead and leave me
What the hell is going on
Tell me that you really, really love me
Then you go ahead and leave me
How the hell do I go on
Tell me that you'll never ever leave me
Then you go ahead and leave me
What the hell is going on"
02 Sakura Nagashi (Instrumental).m4a,E:\iTunes\iTunes Media\Music\Hikaru Utada\Sakura Nagashi - Single\02 Sakura Nagashi (Instrumental).m4a,Sakura Nagashi (Instrumental),Hikaru Utada,Sakura Nagashi - Single,Hikaru Utada,J-Pop,2012-11-17,281.08,99,630d95,12.8622055;60.02362;93.543304;78.732285;49.110237;99.0;32.350395;36.637794;27.283466;25.724411;25.724411;19.098427;27.67323;19.48819;10.523624;10.913387;7.405514;5.8464584;3.1181107;2.7283478;2.7283478;3.1181107;2.7283478;0.0;,05a281,1b083d,15,,No,
1-01 Addicted To You (Re-Recording).m4a,E:\iTunes\iTunes Media\Music\Hikaru Utada\SCIENCE FICTION\1-01 Addicted To You (Re-Recording).m4a,Addicted To You (Re-Recording),Hikaru Utada,SCIENCE FICTION,Hikaru Utada,J-Pop,2024-04-10,268.59,99,a6335e,77.173225;76.00394;99.0;31.96063;30.011812;28.452757;38.97638;22.996063;30.401575;28.062992;18.708662;27.67323;25.724411;15.980316;12.08268;15.20079;17.149609;27.283466;33.12992;40.925198;49.889763;72.885826;47.16142;0.0;,b2eea5,5c353b,32,-1,Sí,"[宇多田ヒカル「Addicted To You (Re-Recording) 」歌詞]

[Verse１]
別に会う必要なんて無い
しなきゃいけないこと沢山あるし
毎日話す必要なんて無い
電話代かさんで迷惑してるんだ
変わらない愛情なんて無い
不安があるから強くなるし
２人のこと誰にも言わない
子供じゃないんだから

[Pre Chorus]
どこまでも続く道じゃない
だったら他を選べばいいのに

笑える話
傷つけられても I'm back for more
君にaddictedかも
会えないからって
死ぬわけじゃないし
お互いの事情分かってる

[Chorus]
だけどそれじゃ苦しくて
毎日会いたくて
この気持ちどうすればいいの
今おとなになりたくて
いきなりなれなくて
Oh baby (oh baby)
君にaddictedかも

[Verse 2]
求め合う理由なんて無い
キレイ事も必要さ
留守電になってる夜中
メッセージ聞きにもう一度かけたい

[Pre-Chorus]
I'm in love with you
I know you want me too
言えないから言わないんじゃない

泣けるストーリー
疑われる度に I love you more
君にaddictedかも
まわりのみんなも
言い訳は似てる
理由が必要だって思ってる

[Chorus]
だけどそれじゃ苦しくて
毎日会いたくて
この気持ち伝えてもいいの?
キスより抱きしめて
いきなりやめないで
Oh baby (oh baby)
君にaddictedかも

[Chorus]
会えない日の恋しさも
側にいる愛しさも
同じくらいクセになるんだ
キスより抱きしめて
いきなりやめないで
Oh baby
(Baby yeah )

[Chorus]
だけどそれじゃ苦しくて
毎日会いたくて
この気持ちどうすればいいの
今おとなになりたくて
いきなりなれなくて
Oh baby (oh baby)
君にaddictedかも

[Outro]
Oh Baby (oh Baby)
キスより抱きしめて
いきなりやめないで
Oh baby (oh baby)
I think I'm addicted to you"
1-02 First Love (2022 Mix).m4a,E:\iTunes\iTunes Media\Music\Hikaru Utada\SCIENCE FICTION\1-02 First Love (2022 Mix).m4a,First Love (2022 Mix),Hikaru Utada,SCIENCE FICTION,Hikaru Utada,J-Pop,2022-12-09,262.08,90,382e21,4.287403;17.929134;69.767715;50.669292;34.299213;29.622047;36.24803;42.484253;37.027557;72.49606;24.165356;29.622047;33.12992;20.267717;11.692913;16.370079;21.826773;21.43701;17.149609;14.421261;39.755905;99.0;32.740158;0.0;,765ffa,2012bb,19,,Sí,"[宇多田ヒカル「First Love (2022 Mix)」歌詞]

[Verse 1]
最後のキスはタバコの flavor がした
ニガくてせつない香り

[Pre-Chorus]
明日の今頃には
あなたはどこにいるんだろう
誰を思ってるんだろう

[Chorus]
You are always gonna be my love
いつか誰かとまた恋に落ちても
I'll remember to love
You taught me how
You are always gonna be the one
今はまだ悲しい love song
新しい歌 歌えるまで

[Verse 2]
立ち止まる時間が
動き出そうとしてる
忘れたくないことばかり

[Pre-Chorus]
明日の今頃には
私はきっと泣いている
あなたを思ってるんだろう yeah-yeah-yeah

[Chorus]
You will always be inside my heart
いつもあなただけの場所があるから
I hope that I have a place in your heart too
Now and forever you are still the one
今はまだ悲しい love song
新しい歌 歌えるまで oh, oh-oh

[Chorus]
You are always gonna be my love
いつか誰かとまた恋に落ちても
I'll remember to love
You taught me how
You are always gonna be the one
まだ悲しい love song, yеah-yeah
Now and forever"
01 Sakuranagashi (2021 Remastered).mp3,E:\iTunes\iTunes Media\Music\Hikaru Utada\Sakuranagashi (2021 Remastered) - Single\01 Sakuranagashi (2021 Remastered).mp3,Sakuranagashi (2021 Remastered),Hikaru Utada,Sakuranagashi (2021 Remastered) - Single,Hikaru Utada,J-Pop,2012-11-17,281.05,99,07ac53,4.287403;27.283466;99.0;24.555119;20.657482;34.299213;17.539371;21.047245;20.267717;15.20079;11.30315;8.574806;9.354332;7.405514;6.2362213;7.405514;9.354332;10.133862;5.4566956;10.523624;14.421261;21.047245;9.354332;0.0;,16c497,7c1e46,14,-1,Sí,"[宇多田ヒカル「桜流し (2021 Remastered)」歌詞]

開いたばかりの花が散るのを
「今年も早いね」と
残念そうに見ていたあなたは
とてもきれいだった

もし今の私を見れたなら
どう思うでしょう
あなた無しで生きてる私を

Everybody finds love
Everybody finds love in the end
In the end

あなたが守った街のどこかで今日も響く
健やかな産声を聞けたなら
きっと喜ぶでしょう
私たちの続きの足音

Everybody finds love in the end

もう二度と会えないなんて信じられない
まだ何も伝えてない
まだ何も伝えてない
まだ何も伝えてない
まだ何も伝えてない

開いたばかりの花が散るのを
見ていた木立の遣る瀬無きかな

どんなに怖くたって目を逸らさないよ
全ての終わりに愛があるなら"
1-03 Hanataba Wo Kimini.m4a,E:\iTunes\iTunes Media\Music\Hikaru Utada\SCIENCE FICTION\1-03 Hanataba Wo Kimini.m4a,Hanataba Wo Kimini,Hikaru Utada,SCIENCE FICTION,Hikaru Utada,J-Pop,2016-04-15,279.66,82,603934,17.149609;56.515747;70.15748;79.90157;63.921257;40.925198;84.18898;99.0;78.732285;63.921257;31.570868;44.822834;34.688976;33.12992;30.011812;26.893702;47.16142;30.401575;18.3189;25.334646;38.97638;65.480316;37.417324;0.0;,2647c7,3ba80d,24,,No,
1-04 One Last Kiss.m4a,E:\iTunes\iTunes Media\Music\Hikaru Utada\SCIENCE FICTION\1-04 One Last Kiss.m4a,One Last Kiss,Hikaru Utada,SCIENCE FICTION,Hikaru Utada,J-Pop,2022-01-19,251.45,112,5cf460,99.0;41.31496;86.91732;65.87008;51.83858;80.291336;32.350395;63.14173;39.366142;35.468506;16.759842;26.893702;21.047245;20.657482;14.031498;14.031498;19.48819;22.996063;22.996063;21.047245;24.165356;72.885826;18.708662;0.0;,53bee5,3d0882,26,-1,Sí,"[宇多田ヒカル「One Last Kiss」歌詞]

[ヴァース 1]
初めてのルーブルは
なんてことは無かったわ
私だけのモナリザ
もうとっくに出会ってたから
初めてあなたを見た
あの日動き出した歯車
止められない喪失の予感

[プリコーラス]
もういっぱいあるけど
もひとつ増やしましょう
Can you give me one last kiss?
忘れたくないこと

[コーラス]
Oh-oh-oh-oh, oh-woah, oh-oh-oh, ooh-woah
Oh-oh-oh-oh, 忘れたくないこと
Oh-oh-oh-oh, oh-woah, oh-oh-ooh (Oh-oh)
Oh-oh-oh-oh, I love you more than you'll ever know, oh

[ヴァース 2]
「写真は苦手なんだ」
でもそんなものはいらないわ
あなたが焼きついたまま
私の心のプロジェクター
寂しくないふりしてた
まあ、そんなのお互い様か
誰かを求めることは
即ち傷つくことだった

[プリコーラス]
Oh, can you give me one last kiss?
燃えるようなキスをしよう (Ooh)
忘れたくても
忘れられないほど

[コーラス]
Oh-oh-oh-oh, oh-woah, oh-oh-oh, ooh-woah
Oh-oh-oh-oh, I love you more than you'll ever know
Oh-oh-oh-oh, oh-woah, oh-oh-ooh (Oh-oh)
Oh-oh-oh-oh, I love you more than you'll ever know, oh
I love you more than you'll ever know

[ブリッジ]
もう分かっているよ
この世の終わりでも
年をとっても

[リフレイン]
忘れられない人
(Oh-oh-oh-oh, oh-woah, oh-oh-oh, ooh-woah)
忘れられない人 忘れられない人
忘れられない人
(Oh-oh-oh-oh, oh-woah, oh-oh-ooh, oh-oh)
忘れられない人
I love you more than you'll ever know

[コーラス]
Oh-oh-oh-oh, oh-woah, oh-oh-oh, ooh-woah
(忘れられな 忘れられな)
Oh-oh-oh-oh, 忘れられない人
Oh-oh-oh-oh, oh-woah, oh-oh-ooh (Oh-oh)
(忘れられない人)
Oh-oh-oh-oh, I love you more than you'll ever know

[ポスト・コーラス]
忘れられな 忘れられな
忘れられな 忘れられない人
忘れられな 忘れられな
忘れられな 忘れられない人
I love you more than you'll ever know

[アウトロ]
Ooh 吹いていった風の後を
追いかけた眩しい午後"
1-05 SAKURA Drops (2024 Mix).m4a,E:\iTunes\iTunes Media\Music\Hikaru Utada\SCIENCE FICTION\1-05 SAKURA Drops (2024 Mix).m4a,SAKURA Drops (2024 Mix),Hikaru Utada,SCIENCE FICTION,Hikaru Utada,J-Pop,2024-04-10,289.37,83,020506,70.15748;70.54724;57.295277;42.874016;45.992126;44.04331;36.24803;26.114174;25.334646;49.110237;36.637794;37.807087;39.366142;31.181103;17.929134;23.77559;17.149609;46.38189;58.074802;65.480316;82.24016;99.0;54.95669;0.0;,e6a2c3,c2a0d5,15,,No,
